0 6 3 7 13 3 5 9 10 9 11 0 6 12 6 10 8 11 0
0 10 5 12 0 2 11 4 1 12 3 0 6 12 14 13 11 12 0
0 10 5 12 8 6 5 6 10 9 4 0 6 12 6 13 7 5 0
0 6 12 8 9 3 0 11 9 2 8 0 10 9 11 8 6 9 0
0 6 3 7 13 9 8 5 3 12 9 0 6 12 6 12 5 3 0
0 6 3 5 10 13 6 1 8 14 11 0 6 0 3 14 4 7 0
0 10 9 6 5 14 10 3 5 7 3 0 10 5 8 5 1 12 0
0 10 13 7 12 13 12 7 8 3 14 0 10 9 11 8 11 3 0
0 10 9 11 6 3 5 2 6 4 2 0 10 9 6 8 10 7 0
0 10 9 6 14 12 0 2 12 13 8 0 10 9 4 2 1 11 0
0 10 9 11 6 5 11 9 11 6 3 0 10 5 8 0 6 5 0
0 6 12 14 7 2 9 10 12 4 0 0 10 9 6 2 10 13 0
0 10 5 8 9 7 10 0 3 10 14 0 10 9 4 8 12 1 0
0 10 5 1 0 1 9 14 0 6 9 0 10 9 11 9 5 14 0
0 10 9 6 2 11 14 10 8 7 8 0 10 5 1 3 2 14 0
0 10 5 1 7 13 3 6 2 6 10 0 6 0 10 4 2 3 0
0 10 13 7 0 11 1 9 12 5 9 0 10 9 6 5 9 4 0
0 10 5 8 5 13 12 13 12 13 6 0 10 5 8 0 3 2 0
0 6 3 7 12 9 13 5 11 13 3 0 6 12 6 13 3 1 0
0 10 13 7 12 13 9 3 0 6 0 0 6 0 6 1 5 1 0
0 10 5 1 8 4 11 6 9 13 3 0 6 12 6 13 3 1 0
0 10 5 1 7 2 14 3 2 5 11 0 10 5 12 14 8 13 0
0 6 3 7 12 3 11 5 0 7 11 0 10 5 1 4 9 6 0
0 10 5 12 8 2 4 0 6 10 9 0 6 0 10 3 6 8 0
0 10 5 1 3 2 14 13 9 2 9 0 10 9 6 5 9 12 0
0 10 9 4 2 12 8 11 13 0 6 0 6 0 6 1 5 1 0
0 10 5 1 0 13 11 1 10 6 14 0 10 9 11 8 11 5 0
0 6 0 10 4 7 14 3 9 7 11 0 10 9 4 8 12 1 0
0 10 9 6 5 14 10 0 1 14 11 0 6 12 14 7 14 11 0
0 10 13 7 12 9 10 13 7 6 10 0 10 9 6 5 10 1 0
0 10 9 6 5 13 8 3 2 5 10 0 10 9 6 14 10 3 0
0 6 12 6 4 3 2 3 12 7 11 0 6 12 3 2 11 13 0
0 10 5 8 9 7 10 0 1 10 12 0 6 0 6 1 5 1 0
0 10 9 6 5 14 13 8 1 4 6 0 10 9 6 2 6 13 0
0 10 13 7 0 14 12 13 5 8 12 0 6 12 14 13 4 1 0
0 10 5 1 0 13 12 9 13 4 8 0 10 5 8 13 8 5 0
0 6 3 5 4 8 6 14 13 6 0 0 10 9 6 2 1 4 0
0 10 5 12 0 11 10 1 12 10 7 0 10 9 6 5 9 4 0
0 10 13 7 12 4 7 6 14 12 6 0 10 5 1 4 0 6 0
0 10 5 1 4 14 1 11 6 4 1 0 10 9 11 8 11 13 0
0 10 9 6 2 12 4 13 14 0 7 0 6 12 14 13 0 11 0
0 10 13 7 0 11 1 6 2 3 7 0 6 0 3 12 2 7 0
0 6 3 5 10 8 9 7 10 4 13 0 10 13 7 12 6 7 0
0 6 12 3 2 4 10 12 5 11 7 0 10 9 6 2 1 3 0
0 10 5 8 9 6 5 7 9 5 1 0 10 9 4 2 5 13 0
0 10 13 7 0 11 1 5 13 2 8 0 10 9 6 2 6 13 0
0 6 12 14 2 13 5 2 12 8 7 0 6 12 3 2 11 13 0
0 10 13 7 0 2 5 3 6 1 4 0 10 9 6 8 1 13 0
0 10 5 12 4 14 13 6 5 2 0 0 6 12 14 7 12 11 0
0 6 12 14 7 13 6 7 6 1 13 0 10 5 1 4 0 6 0
0 10 9 6 5 14 6 13 10 5 11 0 6 12 14 13 5 4 0
0 6 3 5 10 13 9 6 9 3 4 0 10 9 11 8 11 4 0
0 10 9 6 8 12 7 5 7 5 2 0 6 0 10 3 12 2 0
0 10 13 7 12 4 1 10 7 8 0 0 10 5 8 5 3 11 0
0 6 12 3 1 8 7 3 7 13 1 0 10 5 1 0 6 8 0
0 10 9 4 2 12 7 13 1 2 5 0 10 5 8 5 12 8 0
0 10 5 8 13 9 8 13 6 13 12 0 10 5 1 4 0 6 0
0 6 0 10 3 13 14 0 3 2 9 0 10 5 8 5 12 8 0
0 10 9 6 14 10 3 1 2 6 3 0 6 0 3 14 4 9 0
0 10 9 6 2 7 11 8 3 1 6 0 6 0 6 1 5 1 0
0 10 9 6 2 7 11 0 13 4 5 0 10 9 6 8 3 11 0
0 10 13 7 12 6 13 2 3 0 6 0 10 5 8 13 8 11 0
0 6 3 5 4 12 1 6 4 3 0 0 10 9 6 2 10 8 0
0 6 12 8 9 7 8 4 5 12 6 0 6 0 6 1 5 1 0
0 10 5 8 5 10 13 4 3 13 11 0 6 12 6 12 3 12 0
0 6 12 6 4 1 4 13 4 10 2 0 10 9 11 9 5 3 0
0 6 3 7 13 9 4 1 9 5 3 0 6 0 6 1 5 9 0
0 10 9 6 8 12 7 10 3 14 4 0 10 9 11 8 14 12 0
0 10 5 1 7 13 2 4 3 6 4 0 6 12 14 7 3 5 0
0 6 3 7 13 9 8 5 10 0 2 0 10 5 8 5 12 8 0
0 10 9 6 2 10 8 7 4 5 10 0 6 12 8 7 6 7 0
0 10 5 8 5 4 13 2 0 14 12 0 10 5 8 5 1 8 0
0 6 0 3 5 7 13 8 3 11 7 0 10 9 4 8 12 1 0
0 10 5 1 7 10 6 4 0 7 4 0 10 9 6 7 8 5 0
0 10 9 4 2 12 9 0 2 3 0 0 10 5 8 5 12 8 0
0 10 5 8 5 3 2 8 1 5 12 0 6 12 6 7 12 1 0
0 10 5 1 7 2 14 3 4 2 5 0 10 9 4 8 6 7 0
0 10 13 7 12 6 9 13 1 6 14 0 6 0 6 13 2 1 0
0 10 5 1 7 2 14 3 2 5 1 0 6 0 10 3 12 14 0
0 10 5 1 0 13 11 5 1 11 6 0 6 12 6 0 4 12 0
